Close,Pred_Close_Tmrw,Close_Lagged_10,Close_Lagged_9,Close_Lagged_8,Close_Lagged_7,Close_Lagged_6,Close_Lagged_5,Close_Lagged_4,Close_Lagged_3,Close_Lagged_2,Close_Lagged_1,Sentiment,Sent_Lagged_10,Sent_Lagged_9,Sent_Lagged_8,Sent_Lagged_7,Sent_Lagged_6,Sent_Lagged_5,Sent_Lagged_4,Sent_Lagged_3,Sent_Lagged_2,Sent_Lagged_1,TBill_Delta_30
186.01,182.829833984375,193.97,189.59,189.25,188.06,185.27,186.68,187.0,183.96,185.01,184.92,0.7667,0.5038,0.3186,0.4795,0.1179,0.4406,0.6113,0.7046,0.5341,0.8614,0.8469,-0.10300000000000065
184.92,183.9233856201172,192.46,193.97,189.59,189.25,188.06,185.27,186.68,187.0,183.96,185.01,0.8469,0.67,0.5038,0.3186,0.4795,0.1179,0.4406,0.6113,0.7046,0.5341,0.8614,-0.2030000000000003
185.01,184.52297973632812,191.33,192.46,193.97,189.59,189.25,188.06,185.27,186.68,187.0,183.96,0.8614,0.6044,0.67,0.5038,0.3186,0.4795,0.1179,0.4406,0.6113,0.7046,0.5341,-0.2030000000000003
183.96,184.3070068359375,191.81,191.33,192.46,193.97,189.59,189.25,188.06,185.27,186.68,187.0,0.5341,0.5653,0.6044,0.67,0.5038,0.3186,0.4795,0.1179,0.4406,0.6113,0.7046,-0.2030000000000003
187.0,184.4004669189453,190.68,191.81,191.33,192.46,193.97,189.59,189.25,188.06,185.27,186.68,0.7046,0.6327,0.5653,0.6044,0.67,0.5038,0.3186,0.4795,0.1179,0.4406,0.6113,-0.2030000000000003
186.68,184.8445281982422,188.61,190.68,191.81,191.33,192.46,193.97,189.59,189.25,188.06,185.27,0.6113,0.4885,0.6327,0.5653,0.6044,0.67,0.5038,0.3186,0.4795,0.1179,0.4406,-0.2030000000000003
185.27,185.3175048828125,188.08,188.61,190.68,191.81,191.33,192.46,193.97,189.59,189.25,188.06,0.4406,0.7313,0.4885,0.6327,0.5653,0.6044,0.67,0.5038,0.3186,0.4795,0.1179,-0.2030000000000003
188.06,185.4486846923828,189.77,188.08,188.61,190.68,191.81,191.33,192.46,193.97,189.59,189.25,0.1179,0.5314,0.7313,0.4885,0.6327,0.5653,0.6044,0.67,0.5038,0.3186,0.4795,-0.2030000000000003
189.25,186.8059844970703,190.54,189.77,188.08,188.61,190.68,191.81,191.33,192.46,193.97,189.59,0.4795,0.6919,0.5314,0.7313,0.4885,0.6327,0.5653,0.6044,0.67,0.5038,0.3186,-0.2030000000000003
189.59,187.57713317871094,190.69,190.54,189.77,188.08,188.61,190.68,191.81,191.33,192.46,193.97,0.3186,0.7479,0.6919,0.5314,0.7313,0.4885,0.6327,0.5653,0.6044,0.67,0.5038,-0.2030000000000003
193.97,189.3587188720703,193.99,190.69,190.54,189.77,188.08,188.61,190.68,191.81,191.33,192.46,0.5038,0.7421,0.7479,0.6919,0.5314,0.7313,0.4885,0.6327,0.5653,0.6044,0.67,-0.2030000000000003
192.46,190.3136444091797,193.73,193.99,190.69,190.54,189.77,188.08,188.61,190.68,191.81,191.33,0.67,0.5442,0.7421,0.7479,0.6919,0.5314,0.7313,0.4885,0.6327,0.5653,0.6044,-0.09999999999999964
191.33,189.90948486328125,195.1,193.73,193.99,190.69,190.54,189.77,188.08,188.61,190.68,191.81,0.6044,0.5855,0.5442,0.7421,0.7479,0.6919,0.5314,0.7313,0.4885,0.6327,0.5653,-0.09999999999999964
191.81,189.3308563232422,193.13,195.1,193.73,193.99,190.69,190.54,189.77,188.08,188.61,190.68,0.5653,0.7428,0.5855,0.5442,0.7421,0.7479,0.6919,0.5314,0.7313,0.4885,0.6327,-0.09999999999999964
190.68,188.2775421142578,191.94,193.13,195.1,193.73,193.99,190.69,190.54,189.77,188.08,188.61,0.6327,0.7008,0.7428,0.5855,0.5442,0.7421,0.7479,0.6919,0.5314,0.7313,0.4885,-0.09999999999999964
188.61,186.60231018066406,192.75,191.94,193.13,195.1,193.73,193.99,190.69,190.54,189.77,188.08,0.4885,0.4255,0.7008,0.7428,0.5855,0.5442,0.7421,0.7479,0.6919,0.5314,0.7313,-0.09999999999999964
188.08,185.6888885498047,193.62,192.75,191.94,193.13,195.1,193.73,193.99,190.69,190.54,189.77,0.7313,0.5308,0.4255,0.7008,0.7428,0.5855,0.5442,0.7421,0.7479,0.6919,0.5314,-0.09999999999999964
189.77,185.52626037597656,194.5,193.62,192.75,191.94,193.13,195.1,193.73,193.99,190.69,190.54,0.5314,0.5782,0.5308,0.4255,0.7008,0.7428,0.5855,0.5442,0.7421,0.7479,0.6919,-0.09999999999999964
190.54,185.81881713867188,193.22,194.5,193.62,192.75,191.94,193.13,195.1,193.73,193.99,190.69,0.6919,0.7311,0.5782,0.5308,0.4255,0.7008,0.7428,0.5855,0.5442,0.7421,0.7479,-0.09999999999999964
190.69,186.75936889648438,195.83,193.22,194.5,193.62,192.75,191.94,193.13,195.1,193.73,193.99,0.7479,0.6715,0.7311,0.5782,0.5308,0.4255,0.7008,0.7428,0.5855,0.5442,0.7421,-0.09999999999999964
193.99,188.2548065185547,196.45,195.83,193.22,194.5,193.62,192.75,191.94,193.13,195.1,193.73,0.7421,0.6877,0.6715,0.7311,0.5782,0.5308,0.4255,0.7008,0.7428,0.5855,0.5442,-0.09999999999999964
193.73,188.8524932861328,195.605,196.45,195.83,193.22,194.5,193.62,192.75,191.94,193.13,195.1,0.5442,0.7399,0.6877,0.6715,0.7311,0.5782,0.5308,0.4255,0.7008,0.7428,0.5855,-0.09999999999999964
195.1,189.97280883789062,192.58,195.605,196.45,195.83,193.22,194.5,193.62,192.75,191.94,193.13,0.5855,0.7198,0.7399,0.6877,0.6715,0.7311,0.5782,0.5308,0.4255,0.7008,0.7428,-0.09999999999999964
193.13,191.1097869873047,191.17,192.58,195.605,196.45,195.83,193.22,194.5,193.62,192.75,191.94,0.7428,0.462,0.7198,0.7399,0.6877,0.6715,0.7311,0.5782,0.5308,0.4255,0.7008,-0.09999999999999964
191.94,191.5171661376953,181.99,191.17,192.58,195.605,196.45,195.83,193.22,194.5,193.62,192.75,0.7008,0.5843,0.462,0.7198,0.7399,0.6877,0.6715,0.7311,0.5782,0.5308,0.4255,-0.1609999999999996
192.75,191.35809326171875,178.85,181.99,191.17,192.58,195.605,196.45,195.83,193.22,194.5,193.62,0.4255,0.7512,0.5843,0.462,0.7198,0.7399,0.6877,0.6715,0.7311,0.5782,0.5308,-0.1609999999999996
193.62,191.21701049804688,179.8,178.85,181.99,191.17,192.58,195.605,196.45,195.83,193.22,194.5,0.5308,0.6919,0.7512,0.5843,0.462,0.7198,0.7399,0.6877,0.6715,0.7311,0.5782,-0.1609999999999996
194.5,191.91567993164062,178.19,179.8,178.85,181.99,191.17,192.58,195.605,196.45,195.83,193.22,0.5782,0.4126,0.6919,0.7512,0.5843,0.462,0.7198,0.7399,0.6877,0.6715,0.7311,-0.1609999999999996
193.22,192.29177856445312,177.97,178.19,179.8,178.85,181.99,191.17,192.58,195.605,196.45,195.83,0.7311,0.8414,0.4126,0.6919,0.7512,0.5843,0.462,0.7198,0.7399,0.6877,0.6715,-0.1609999999999996
195.83,192.48953247070312,177.79,177.97,178.19,179.8,178.85,181.99,191.17,192.58,195.605,196.45,0.6715,0.6253,0.8414,0.4126,0.6919,0.7512,0.5843,0.462,0.7198,0.7399,0.6877,-0.1609999999999996
196.45,192.87803649902344,179.46,177.79,177.97,178.19,179.8,178.85,181.99,191.17,192.58,195.605,0.6877,0.4347,0.6253,0.8414,0.4126,0.6919,0.7512,0.5843,0.462,0.7198,0.7399,-0.1609999999999996
195.605,192.8809814453125,177.45,179.46,177.79,177.97,178.19,179.8,178.85,181.99,191.17,192.58,0.7399,0.5472,0.4347,0.6253,0.8414,0.4126,0.6919,0.7512,0.5843,0.462,0.7198,-0.06099999999999994
192.58,191.80091857910156,176.57,177.45,179.46,177.79,177.97,178.19,179.8,178.85,181.99,191.17,0.7198,0.7361,0.5472,0.4347,0.6253,0.8414,0.4126,0.6919,0.7512,0.5843,0.462,-0.06099999999999994
191.17,189.2815399169922,174.0,176.57,177.45,179.46,177.79,177.97,178.19,179.8,178.85,181.99,0.462,0.4086,0.7361,0.5472,0.4347,0.6253,0.8414,0.4126,0.6919,0.7512,0.5843,-0.06099999999999994
181.99,185.75686645507812,174.49,174.0,176.57,177.45,179.46,177.79,177.97,178.19,179.8,178.85,0.5843,0.7936,0.4086,0.7361,0.5472,0.4347,0.6253,0.8414,0.4126,0.6919,0.7512,-0.06099999999999994
178.85,182.5905303955078,175.84,174.49,174.0,176.57,177.45,179.46,177.79,177.97,178.19,179.8,0.7512,0.6098,0.7936,0.4086,0.7361,0.5472,0.4347,0.6253,0.8414,0.4126,0.6919,-0.06099999999999994
179.8,179.6612091064453,177.23,175.84,174.49,174.0,176.57,177.45,179.46,177.79,177.97,178.19,0.6919,0.6605,0.6098,0.7936,0.4086,0.7361,0.5472,0.4347,0.6253,0.8414,0.4126,-0.06099999999999994
178.19,176.87440490722656,181.12,177.23,175.84,174.49,174.0,176.57,177.45,179.46,177.79,177.97,0.4126,0.6696,0.6605,0.6098,0.7936,0.4086,0.7361,0.5472,0.4347,0.6253,0.8414,-0.06099999999999994
177.97,175.60964965820312,176.38,181.12,177.23,175.84,174.49,174.0,176.57,177.45,179.46,177.79,0.8414,0.6281,0.6696,0.6605,0.6098,0.7936,0.4086,0.7361,0.5472,0.4347,0.6253,-0.06099999999999994
177.79,174.8798370361328,178.61,176.38,181.12,177.23,175.84,174.49,174.0,176.57,177.45,179.46,0.6253,0.5475,0.6281,0.6696,0.6605,0.6098,0.7936,0.4086,0.7361,0.5472,0.4347,-0.06099999999999994
179.46,174.87905883789062,180.19,178.61,176.38,181.12,177.23,175.84,174.49,174.0,176.57,177.45,0.4347,0.5881,0.5475,0.6281,0.6696,0.6605,0.6098,0.7936,0.4086,0.7361,0.5472,-0.06099999999999994
177.45,175.2521209716797,184.12,180.19,178.61,176.38,181.12,177.23,175.84,174.49,174.0,176.57,0.5472,0.6402,0.5881,0.5475,0.6281,0.6696,0.6605,0.6098,0.7936,0.4086,0.7361,-0.06099999999999994
176.57,175.865478515625,187.65,184.12,180.19,178.61,176.38,181.12,177.23,175.84,174.49,174.0,0.7361,0.5852,0.6402,0.5881,0.5475,0.6281,0.6696,0.6605,0.6098,0.7936,0.4086,-0.06099999999999994
174.0,175.7399139404297,187.87,187.65,184.12,180.19,178.61,176.38,181.12,177.23,175.84,174.49,0.4086,0.6574,0.5852,0.6402,0.5881,0.5475,0.6281,0.6696,0.6605,0.6098,0.7936,-0.06099999999999994
174.49,175.75930786132812,189.46,187.87,187.65,184.12,180.19,178.61,176.38,181.12,177.23,175.84,0.7936,0.8421,0.6574,0.5852,0.6402,0.5881,0.5475,0.6281,0.6696,0.6605,0.6098,-0.11800000000000033
175.84,175.1725616455078,189.7,189.46,187.87,187.65,184.12,180.19,178.61,176.38,181.12,177.23,0.6098,0.5357,0.8421,0.6574,0.5852,0.6402,0.5881,0.5475,0.6281,0.6696,0.6605,-0.11800000000000033
177.23,175.19692993164062,182.91,189.7,189.46,187.87,187.65,184.12,180.19,178.61,176.38,181.12,0.6605,0.2266,0.5357,0.8421,0.6574,0.5852,0.6402,0.5881,0.5475,0.6281,0.6696,-0.11800000000000033
181.12,176.47372436523438,177.56,182.91,189.7,189.46,187.87,187.65,184.12,180.19,178.61,176.38,0.6696,0.0815,0.2266,0.5357,0.8421,0.6574,0.5852,0.6402,0.5881,0.5475,0.6281,-0.11800000000000033
176.38,176.38922119140625,178.18,177.56,182.91,189.7,189.46,187.87,187.65,184.12,180.19,178.61,0.6281,0.2539,0.0815,0.2266,0.5357,0.8421,0.6574,0.5852,0.6402,0.5881,0.5475,-0.11800000000000033
178.61,176.63665771484375,179.36,178.18,177.56,182.91,189.7,189.46,187.87,187.65,184.12,180.19,0.5475,0.5498,0.2539,0.0815,0.2266,0.5357,0.8421,0.6574,0.5852,0.6402,0.5881,-0.11800000000000033
180.19,177.7073211669922,176.3,179.36,178.18,177.56,182.91,189.7,189.46,187.87,187.65,184.12,0.5881,0.4494,0.5498,0.2539,0.0815,0.2266,0.5357,0.8421,0.6574,0.5852,0.6402,-0.11800000000000033
184.12,179.33462524414062,174.21,176.3,179.36,178.18,177.56,182.91,189.7,189.46,187.87,187.65,0.6402,0.4979,0.4494,0.5498,0.2539,0.0815,0.2266,0.5357,0.8421,0.6574,0.5852,-0.11800000000000033
187.65,181.2102508544922,175.74,174.21,176.3,179.36,178.18,177.56,182.91,189.7,189.46,187.87,0.5852,0.5179,0.4979,0.4494,0.5498,0.2539,0.0815,0.2266,0.5357,0.8421,0.6574,-0.11800000000000033
187.87,183.72706604003906,175.01,175.74,174.21,176.3,179.36,178.18,177.56,182.91,189.7,189.46,0.6574,0.3681,0.5179,0.4979,0.4494,0.5498,0.2539,0.0815,0.2266,0.5357,0.8421,-0.11800000000000033
189.46,185.54632568359375,177.97,175.01,175.74,174.21,176.3,179.36,178.18,177.56,182.91,189.7,0.8421,0.615,0.3681,0.5179,0.4979,0.4494,0.5498,0.2539,0.0815,0.2266,0.5357,-0.057000000000000384
189.7,186.44309997558594,179.07,177.97,175.01,175.74,174.21,176.3,179.36,178.18,177.56,182.91,0.5357,0.6001,0.615,0.3681,0.5179,0.4979,0.4494,0.5498,0.2539,0.0815,0.2266,-0.057000000000000384
182.91,185.0326385498047,175.49,179.07,177.97,175.01,175.74,174.21,176.3,179.36,178.18,177.56,0.2266,0.5479,0.6001,0.615,0.3681,0.5179,0.4979,0.4494,0.5498,0.2539,0.0815,-0.057000000000000384
177.56,182.38511657714844,173.93,175.49,179.07,177.97,175.01,175.74,174.21,176.3,179.36,178.18,0.0815,0.5885,0.5479,0.6001,0.615,0.3681,0.5179,0.4979,0.4494,0.5498,0.2539,-0.057000000000000384
178.18,180.28297424316406,174.79,173.93,175.49,179.07,177.97,175.01,175.74,174.21,176.3,179.36,0.2539,0.4919,0.5885,0.5479,0.6001,0.615,0.3681,0.5179,0.4979,0.4494,0.5498,-0.057000000000000384
179.36,179.66775512695312,176.08,174.79,173.93,175.49,179.07,177.97,175.01,175.74,174.21,176.3,0.5498,0.4837,0.4919,0.5885,0.5479,0.6001,0.615,0.3681,0.5179,0.4979,0.4494,-0.057000000000000384
176.3,178.5271453857422,171.96,176.08,174.79,173.93,175.49,179.07,177.97,175.01,175.74,174.21,0.4494,0.2017,0.4837,0.4919,0.5885,0.5479,0.6001,0.615,0.3681,0.5179,0.4979,-0.057000000000000384
174.21,177.198486328125,170.43,171.96,176.08,174.79,173.93,175.49,179.07,177.97,175.01,175.74,0.4979,0.7011,0.2017,0.4837,0.4919,0.5885,0.5479,0.6001,0.615,0.3681,0.5179,-0.057000000000000384
175.74,176.33326721191406,170.69,170.43,171.96,176.08,174.79,173.93,175.49,179.07,177.97,175.01,0.5179,0.4465,0.7011,0.2017,0.4837,0.4919,0.5885,0.5479,0.6001,0.615,0.3681,-0.057000000000000384
175.01,175.1806640625,171.21,170.69,170.43,171.96,176.08,174.79,173.93,175.49,179.07,177.97,0.3681,0.45,0.4465,0.7011,0.2017,0.4837,0.4919,0.5885,0.5479,0.6001,0.615,-0.057000000000000384
177.97,174.98345947265625,173.75,171.21,170.69,170.43,171.96,176.08,174.79,173.93,175.49,179.07,0.615,0.4292,0.45,0.4465,0.7011,0.2017,0.4837,0.4919,0.5885,0.5479,0.6001,-0.057000000000000384
179.07,175.61175537109375,172.4,173.75,171.21,170.69,170.43,171.96,176.08,174.79,173.93,175.49,0.6001,0.5007,0.4292,0.45,0.4465,0.7011,0.2017,0.4837,0.4919,0.5885,0.5479,-0.057000000000000384
175.49,175.8170166015625,173.66,172.4,173.75,171.21,170.69,170.43,171.96,176.08,174.79,173.93,0.5479,0.4499,0.5007,0.4292,0.45,0.4465,0.7011,0.2017,0.4837,0.4919,0.5885,-0.07099999999999973
173.93,175.6896209716797,174.91,173.66,172.4,173.75,171.21,170.69,170.43,171.96,176.08,174.79,0.5885,0.4764,0.4499,0.5007,0.4292,0.45,0.4465,0.7011,0.2017,0.4837,0.4919,-0.07099999999999973
174.79,175.301025390625,177.49,174.91,173.66,172.4,173.75,171.21,170.69,170.43,171.96,176.08,0.4919,0.4331,0.4764,0.4499,0.5007,0.4292,0.45,0.4465,0.7011,0.2017,0.4837,-0.07099999999999973
176.08,174.95556640625,178.99,177.49,174.91,173.66,172.4,173.75,171.21,170.69,170.43,171.96,0.4837,0.5242,0.4331,0.4764,0.4499,0.5007,0.4292,0.45,0.4465,0.7011,0.2017,-0.07099999999999973
171.96,173.82937622070312,178.39,178.99,177.49,174.91,173.66,172.4,173.75,171.21,170.69,170.43,0.2017,0.6617,0.5242,0.4331,0.4764,0.4499,0.5007,0.4292,0.45,0.4465,0.7011,-0.07099999999999973
170.43,173.32199096679688,179.8,178.39,178.99,177.49,174.91,173.66,172.4,173.75,171.21,170.69,0.7011,0.6852,0.6617,0.5242,0.4331,0.4764,0.4499,0.5007,0.4292,0.45,0.4465,-0.07099999999999973
170.69,172.33888244628906,180.71,179.8,178.39,178.99,177.49,174.91,173.66,172.4,173.75,171.21,0.4465,0.4633,0.6852,0.6617,0.5242,0.4331,0.4764,0.4499,0.5007,0.4292,0.45,-0.07099999999999973
171.21,171.8055877685547,178.85,180.71,179.8,178.39,178.99,177.49,174.91,173.66,172.4,173.75,0.45,0.4787,0.4633,0.6852,0.6617,0.5242,0.4331,0.4764,0.4499,0.5007,0.4292,-0.07099999999999973
173.75,171.6092529296875,178.72,178.85,180.71,179.8,178.39,178.99,177.49,174.91,173.66,172.4,0.4292,0.554,0.4787,0.4633,0.6852,0.6617,0.5242,0.4331,0.4764,0.4499,0.5007,-0.013999999999999346
172.4,171.73486328125,177.15,178.72,178.85,180.71,179.8,178.39,178.99,177.49,174.91,173.66,0.5007,0.5226,0.554,0.4787,0.4633,0.6852,0.6617,0.5242,0.4331,0.4764,0.4499,-0.013999999999999346
173.66,172.03030395507812,175.84,177.15,178.72,178.85,180.71,179.8,178.39,178.99,177.49,174.91,0.4499,0.6493,0.5226,0.554,0.4787,0.4633,0.6852,0.6617,0.5242,0.4331,0.4764,-0.013999999999999346
174.91,172.63246154785156,175.46,175.84,177.15,178.72,178.85,180.71,179.8,178.39,178.99,177.49,0.4764,0.5485,0.6493,0.5226,0.554,0.4787,0.4633,0.6852,0.6617,0.5242,0.4331,-0.013999999999999346
177.49,173.92625427246094,172.88,175.46,175.84,177.15,178.72,178.85,180.71,179.8,178.39,178.99,0.4331,0.6139,0.5485,0.6493,0.5226,0.554,0.4787,0.4633,0.6852,0.6617,0.5242,-0.013999999999999346
178.99,175.84561157226562,173.0,172.88,175.46,175.84,177.15,178.72,178.85,180.71,179.8,178.39,0.5242,0.3414,0.6139,0.5485,0.6493,0.5226,0.554,0.4787,0.4633,0.6852,0.6617,-0.013999999999999346
178.39,177.8809051513672,173.44,173.0,172.88,175.46,175.84,177.15,178.72,178.85,180.71,179.8,0.6617,0.6665,0.3414,0.6139,0.5485,0.6493,0.5226,0.554,0.4787,0.4633,0.6852,-0.013999999999999346
179.8,178.79446411132812,171.1,173.44,173.0,172.88,175.46,175.84,177.15,178.72,178.85,180.71,0.6852,0.522,0.6665,0.3414,0.6139,0.5485,0.6493,0.5226,0.554,0.4787,0.4633,-0.013999999999999346
180.71,179.27755737304688,166.89,171.1,173.44,173.0,172.88,175.46,175.84,177.15,178.72,178.85,0.4633,0.35,0.522,0.6665,0.3414,0.6139,0.5485,0.6493,0.5226,0.554,0.4787,-0.013999999999999346
178.85,179.32757568359375,168.22,166.89,171.1,173.44,173.0,172.88,175.46,175.84,177.15,178.72,0.4787,0.3757,0.35,0.522,0.6665,0.3414,0.6139,0.5485,0.6493,0.5226,0.554,-0.013999999999999346
178.72,179.3173828125,170.29,168.22,166.89,171.1,173.44,173.0,172.88,175.46,175.84,177.15,0.554,0.5725,0.3757,0.35,0.522,0.6665,0.3414,0.6139,0.5485,0.6493,0.5226,-0.013999999999999346
177.15,178.66403198242188,170.77,170.29,168.22,166.89,171.1,173.44,173.0,172.88,175.46,175.84,0.5226,0.5322,0.5725,0.3757,0.35,0.522,0.6665,0.3414,0.6139,0.5485,0.6493,-0.013999999999999346
175.84,177.98114013671875,173.97,170.77,170.29,168.22,166.89,171.1,173.44,173.0,172.88,175.46,0.6493,0.558,0.5322,0.5725,0.3757,0.35,0.522,0.6665,0.3414,0.6139,0.5485,-0.013999999999999346
175.46,176.85166931152344,177.57,173.97,170.77,170.29,168.22,166.89,171.1,173.44,173.0,172.88,0.5485,0.4582,0.558,0.5322,0.5725,0.3757,0.35,0.522,0.6665,0.3414,0.6139,0.0
172.88,175.63108825683594,176.65,177.57,173.97,170.77,170.29,168.22,166.89,171.1,173.44,173.0,0.6139,0.4191,0.4582,0.558,0.5322,0.5725,0.3757,0.35,0.522,0.6665,0.3414,0.0
173.0,174.0557861328125,179.23,176.65,177.57,173.97,170.77,170.29,168.22,166.89,171.1,173.44,0.3414,0.4939,0.4191,0.4582,0.558,0.5322,0.5725,0.3757,0.35,0.522,0.6665,0.0
173.44,173.38818359375,181.82,179.23,176.65,177.57,173.97,170.77,170.29,168.22,166.89,171.1,0.6665,0.452,0.4939,0.4191,0.4582,0.558,0.5322,0.5725,0.3757,0.35,0.522,0.0
171.1,172.41526794433594,182.89,181.82,179.23,176.65,177.57,173.97,170.77,170.29,168.22,166.89,0.522,0.4139,0.452,0.4939,0.4191,0.4582,0.558,0.5322,0.5725,0.3757,0.35,0.0
166.89,171.09852600097656,182.41,182.89,181.82,179.23,176.65,177.57,173.97,170.77,170.29,168.22,0.35,0.4812,0.4139,0.452,0.4939,0.4191,0.4582,0.558,0.5322,0.5725,0.3757,0.0
168.22,170.2678680419922,186.4,182.41,182.89,181.82,179.23,176.65,177.57,173.97,170.77,170.29,0.3757,0.5566,0.4812,0.4139,0.452,0.4939,0.4191,0.4582,0.558,0.5322,0.5725,0.0
170.29,170.43666076660156,184.8,186.4,182.41,182.89,181.82,179.23,176.65,177.57,173.97,170.77,0.5725,0.5723,0.5566,0.4812,0.4139,0.452,0.4939,0.4191,0.4582,0.558,0.5322,0.0
170.77,170.8715362548828,187.44,184.8,186.4,182.41,182.89,181.82,179.23,176.65,177.57,173.97,0.5322,0.6527,0.5723,0.5566,0.4812,0.4139,0.452,0.4939,0.4191,0.4582,0.558,0.0
173.97,171.7322540283203,188.01,187.44,184.8,186.4,182.41,182.89,181.82,179.23,176.65,177.57,0.558,0.7577,0.6527,0.5723,0.5566,0.4812,0.4139,0.452,0.4939,0.4191,0.4582,0.013999999999999346
177.57,173.29876708984375,189.71,188.01,187.44,184.8,186.4,182.41,182.89,181.82,179.23,176.65,0.4582,0.7326,0.7577,0.6527,0.5723,0.5566,0.4812,0.4139,0.452,0.4939,0.4191,0.013999999999999346
176.65,174.69540405273438,189.69,189.71,188.01,187.44,184.8,186.4,182.41,182.89,181.82,179.23,0.4191,0.5721,0.7326,0.7577,0.6527,0.5723,0.5566,0.4812,0.4139,0.452,0.4939,0.013999999999999346
179.23,176.9370880126953,191.45,189.69,189.71,188.01,187.44,184.8,186.4,182.41,182.89,181.82,0.4939,0.1307,0.5721,0.7326,0.7577,0.6527,0.5723,0.5566,0.4812,0.4139,0.452,0.013999999999999346
181.82,178.95907592773438,190.64,191.45,189.69,189.71,188.01,187.44,184.8,186.4,182.41,182.89,0.452,0.436,0.1307,0.5721,0.7326,0.7577,0.6527,0.5723,0.5566,0.4812,0.4139,0.013999999999999346
182.89,180.90826416015625,191.31,190.64,191.45,189.69,189.71,188.01,187.44,184.8,186.4,182.41,0.4139,0.5859,0.436,0.1307,0.5721,0.7326,0.7577,0.6527,0.5723,0.5566,0.4812,0.013999999999999346
182.41,182.55404663085938,189.97,191.31,190.64,191.45,189.69,189.71,188.01,187.44,184.8,186.4,0.4812,0.6564,0.5859,0.436,0.1307,0.5721,0.7326,0.7577,0.6527,0.5723,0.5566,0.013999999999999346
186.4,184.48013305664062,189.79,189.97,191.31,190.64,191.45,189.69,189.71,188.01,187.44,184.8,0.5566,0.7044,0.6564,0.5859,0.436,0.1307,0.5721,0.7326,0.7577,0.6527,0.5723,0.013999999999999346
184.8,185.38648986816406,190.4,189.79,189.97,191.31,190.64,191.45,189.69,189.71,188.01,187.44,0.5723,0.6914,0.7044,0.6564,0.5859,0.436,0.1307,0.5721,0.7326,0.7577,0.6527,0.013999999999999346
187.44,186.2048797607422,189.37,190.4,189.79,189.97,191.31,190.64,191.45,189.69,189.71,188.01,0.6527,0.4298,0.6914,0.7044,0.6564,0.5859,0.436,0.1307,0.5721,0.7326,0.7577,0.013999999999999346
